-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2020 through 09/30/2025 in LST
Location: Latitude  32.2131   Longitude -7.936 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 442.1 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M             MERRA-2 Temperature at 2 Meters (C) 
T2MDEW          MERRA-2 Dew/Frost Point at 2 Meters (C) 
T2MWET          MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/hour) 
PS              MERRA-2 Surface Pressure (kPa) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
WD10M           MERRA-2 Wind Direction at 10 Meters (Degrees) 
-END HEADER-
YEAR,MO,DY,HR,T2M,T2MDEW,T2MWET,QV2M,RH2M,PRECTOTCORR,PS,WS10M,WD10M
2021,7,27,20,24.46,14.19,19.33,10.54,52.73,0.0,96.11,5.11,6.1
2021,7,27,21,23.17,14.84,19.01,11.0,59.47,0.0,96.15,4.32,17.8
2021,7,27,22,22.32,15.37,18.85,11.39,64.83,0.0,96.16,3.6,28.0
2021,7,27,23,21.68,15.85,18.76,11.75,69.5,0.0,96.13,3.05,30.1
2021,7,28,0,21.13,16.27,18.7,12.09,73.91,0.0,96.07,2.78,26.0
2021,7,28,1,20.58,16.71,18.65,12.43,78.56,0.0,96.04,2.53,21.1
2021,7,28,2,20.03,17.17,18.6,12.78,83.53,0.0,96.03,2.76,20.3
2021,7,28,3,19.44,17.46,18.45,13.02,88.27,0.0,96.03,2.51,26.0
2021,7,28,4,19.02,17.53,18.28,13.07,90.96,0.0,96.04,1.73,34.4
2021,7,28,5,19.82,17.36,18.59,12.93,85.64,0.0,96.05,1.93,47.5
2021,7,28,6,22.22,16.96,19.59,12.6,72.03,0.0,96.06,1.9,48.8
2021,7,28,7,25.64,16.3,20.97,12.09,56.29,0.0,96.05,2.03,31.7
2021,7,28,8,29.45,15.23,22.34,11.3,42.12,0.0,96.05,2.29,8.3
2021,7,28,9,33.07,13.97,23.52,10.41,31.6,0.0,96.04,3.01,342.8
2021,7,28,10,35.93,12.78,24.36,9.67,25.05,0.0,96.01,4.2,327.4
2021,7,28,11,38.01,11.94,24.98,9.16,21.18,0.0,95.95,5.34,321.5
2021,7,28,12,39.14,11.55,25.35,8.93,19.42,0.0,95.9,6.3,318.7
2021,7,28,13,39.34,11.41,25.38,8.84,19.01,0.0,95.87,7.12,318.2
2021,7,28,14,38.63,11.63,25.13,8.94,19.97,0.0,95.87,7.5,320.7
2021,7,28,15,37.24,12.11,24.67,9.21,22.19,0.0,95.91,7.2,326.0
2021,7,28,16,35.3,12.53,23.92,9.46,25.36,0.0,95.96,6.44,335.0
2021,7,28,17,32.75,13.07,22.91,9.8,30.29,0.0,96.03,5.53,349.1
2021,7,28,18,29.64,13.89,21.77,10.33,38.13,0.0,96.1,4.0,2.1
2021,7,28,19,27.68,14.43,21.05,10.69,44.23,0.0,96.17,3.11,10.4
2021,7,28,20,26.3,14.86,20.58,10.99,49.32,0.0,96.22,2.5,23.1
2021,7,28,21,25.31,15.22,20.26,11.25,53.53,0.0,96.22,2.17,37.1
2021,7,28,22,24.61,15.49,20.05,11.47,56.89,0.0,96.2,2.18,42.4
2021,7,28,23,24.06,15.73,19.89,11.66,59.73,0.0,96.16,2.37,38.3
2021,7,29,0,23.5,15.98,19.74,11.86,62.79,0.0,96.1,2.5,33.6
2021,7,29,1,23.04,16.25,19.64,12.09,65.79,0.0,96.07,2.45,28.0
2021,7,29,2,22.58,16.55,19.57,12.32,68.92,0.0,96.07,2.28,24.9
2021,7,29,3,22.19,16.72,19.45,12.45,71.32,0.0,96.08,2.05,28.2
2021,7,29,4,21.95,16.7,19.33,12.43,72.29,0.0,96.12,1.79,36.4
2021,7,29,5,22.85,16.45,19.65,12.25,67.48,0.0,96.16,1.78,41.6
2021,7,29,6,25.2,16.01,20.61,11.93,57.11,0.0,96.2,1.61,35.2
2021,7,29,7,28.26,15.6,21.93,11.61,46.44,0.0,96.23,1.86,15.6
2021,7,29,8,31.77,14.94,23.36,11.15,36.48,0.0,96.24,2.05,354.4
2021,7,29,9,35.08,14.14,24.61,10.62,28.87,0.0,96.23,2.74,336.5
2021,7,29,10,38.09,12.96,25.53,9.91,22.86,0.0,96.2,3.77,320.9
2021,7,29,11,39.88,12.67,26.27,9.73,20.38,0.0,96.15,5.18,317.2
2021,7,29,12,40.56,12.8,26.68,9.75,19.69,0.0,96.12,6.18,318.5
2021,7,29,13,40.13,13.26,26.7,10.0,20.65,0.0,96.1,6.56,321.9
2021,7,29,14,39.15,13.68,26.42,10.24,22.29,0.0,96.11,6.38,326.6
2021,7,29,15,37.74,14.02,25.88,10.44,24.51,0.0,96.12,6.23,333.5
2021,7,29,16,35.89,14.25,25.07,10.57,27.46,0.0,96.14,6.21,342.6
2021,7,29,17,33.37,14.55,23.96,10.78,32.22,0.0,96.18,6.35,353.2
2021,7,29,18,30.56,15.03,22.8,11.1,38.91,0.0,96.25,6.0,4.2
2021,7,29,19,29.03,15.34,22.19,11.33,43.39,0.0,96.32,4.94,17.9
2021,7,29,20,28.59,15.48,22.04,11.42,44.87,0.0,96.34,3.56,31.5
2021,7,29,21,28.35,15.29,21.82,11.29,44.98,0.0,96.32,2.36,47.1
2021,7,29,22,28.54,14.34,21.44,10.65,41.96,0.0,96.28,2.1,79.9
2021,7,29,23,29.05,12.63,20.84,9.61,36.76,0.52,96.22,2.49,118.8
2021,7,30,0,29.94,10.96,20.45,8.63,31.37,0.11,96.18,4.03,142.2
2021,7,30,1,30.94,10.0,20.47,8.04,27.61,0.02,96.18,6.4,147.7
2021,7,30,2,30.71,10.13,20.42,8.07,28.08,0.0,96.19,7.17,145.3
2021,7,30,3,30.13,10.31,20.22,8.16,29.36,0.0,96.22,6.26,138.4
2021,7,30,4,29.8,9.7,19.75,7.83,28.73,0.0,96.26,4.63,127.5
2021,7,30,5,30.81,9.33,20.07,7.65,26.51,0.0,96.31,3.94,112.5
2021,7,30,6,33.59,9.46,21.53,7.72,22.87,0.0,96.33,5.06,101.2
2021,7,30,7,36.35,9.2,22.77,7.59,19.3,0.0,96.33,5.17,100.8
2021,7,30,8,40.14,7.34,23.74,6.68,13.85,0.0,96.31,5.1,133.2
2021,7,30,9,42.37,6.15,24.26,6.14,11.31,0.0,96.27,5.17,153.3
2021,7,30,10,44.0,5.23,24.61,5.72,9.68,0.0,96.22,4.65,171.1
2021,7,30,11,45.0,4.74,24.87,5.51,8.85,0.0,96.15,3.67,196.3
2021,7,30,12,45.34,4.83,25.09,5.55,8.75,0.0,96.1,3.05,240.3
2021,7,30,13,45.0,5.46,25.23,5.84,9.37,0.0,96.07,4.16,283.5
2021,7,30,14,43.64,6.87,25.26,6.48,11.15,0.0,96.09,6.05,306.5
2021,7,30,15,41.07,9.06,25.07,7.56,14.88,0.0,96.15,7.49,321.0
2021,7,30,16,37.21,11.46,24.34,8.85,21.44,0.0,96.25,8.12,331.3
2021,7,30,17,32.64,13.43,23.04,10.0,31.21,0.0,96.38,7.73,338.9
2021,7,30,18,28.83,14.35,21.59,10.6,41.16,0.0,96.51,6.27,344.5
2021,7,30,19,26.66,14.72,20.69,10.85,47.87,0.0,96.62,4.71,353.2
2021,7,30,20,25.57,15.01,20.29,11.03,51.94,0.0,96.69,3.96,11.5
2021,7,30,21,25.05,15.25,20.15,11.21,54.43,0.0,96.68,3.95,28.9
2021,7,30,22,24.64,15.47,20.05,11.38,56.6,0.0,96.64,4.05,35.3
2021,7,30,23,24.08,15.66,19.87,11.53,59.26,0.0,96.58,4.11,31.3
2021,7,31,0,23.29,15.84,19.57,11.66,62.82,0.0,96.54,4.48,24.0
2021,7,31,1,22.35,15.97,19.16,11.77,67.11,0.0,96.52,4.91,20.4
2021,7,31,2,21.18,16.09,18.64,11.85,72.57,0.0,96.52,5.19,21.7
2021,7,31,3,20.14,16.11,18.12,11.87,77.51,0.0,96.54,5.02,25.5
2021,7,31,4,19.49,16.05,17.77,11.82,80.4,0.0,96.58,4.7,27.7
2021,7,31,5,19.63,15.9,17.77,11.69,78.88,0.0,96.65,4.74,27.0
2021,7,31,6,21.24,15.34,18.29,11.28,68.96,0.0,96.68,5.05,27.8
2021,7,31,7,23.52,14.78,19.15,10.87,57.87,0.0,96.7,5.16,28.6
2021,7,31,8,26.51,13.83,20.17,10.22,45.54,0.0,96.68,5.15,26.8
2021,7,31,9,29.55,12.86,21.2,9.6,35.83,0.0,96.63,5.85,16.0
2021,7,31,10,31.72,12.17,21.94,9.17,30.23,0.0,96.58,7.33,7.5
2021,7,31,11,33.13,11.63,22.38,8.85,26.94,0.0,96.53,7.91,7.0
2021,7,31,12,34.18,11.08,22.63,8.54,24.5,0.0,96.47,7.41,8.7
2021,7,31,13,34.66,10.51,22.58,8.23,22.98,0.0,96.41,7.08,5.4
2021,7,31,14,34.49,9.87,22.18,7.88,22.21,0.0,96.38,7.37,359.9
2021,7,31,15,33.31,9.36,21.33,7.62,22.94,0.0,96.39,7.77,357.9
2021,7,31,16,31.15,9.26,20.21,7.56,25.73,0.0,96.44,7.85,359.8
2021,7,31,17,28.26,9.54,18.9,7.71,31.01,0.0,96.52,7.55,4.7
2021,7,31,18,25.16,10.22,17.69,8.08,39.02,0.0,96.61,6.97,10.3
2021,7,31,19,22.88,11.06,16.97,8.53,47.28,0.0,96.71,6.54,17.4
2021,7,31,20,21.44,11.72,16.58,8.91,53.93,0.0,96.76,5.86,25.6
2021,7,31,21,20.55,12.18,16.36,9.19,58.74,0.0,96.76,5.18,30.2
2021,7,31,22,19.84,12.53,16.19,9.4,62.75,0.0,96.73,4.84,30.1
2021,7,31,23,19.12,12.86,15.99,9.61,67.05,0.0,96.68,4.92,27.0
2021,8,1,0,18.28,13.23,15.76,9.84,72.31,0.0,96.63,5.22,24.2
2021,8,1,1,17.48,13.55,15.51,10.05,77.64,0.0,96.6,5.63,25.2
2021,8,1,2,16.57,13.79,15.18,10.21,83.55,0.0,96.6,5.68,27.5
2021,8,1,3,15.88,13.84,14.86,10.24,87.57,0.0,96.61,5.35,32.7
2021,8,1,4,15.56,13.75,14.65,10.17,88.8,0.0,96.63,5.03,39.8
2021,8,1,5,16.09,13.57,14.83,10.05,84.85,0.0,96.66,4.99,44.8
2021,8,1,6,17.94,13.09,15.52,9.74,73.14,0.0,96.65,4.98,44.2
2021,8,1,7,20.19,12.6,16.39,9.43,61.54,0.0,96.63,4.98,35.5
2021,8,1,8,23.07,11.69,17.38,8.89,48.65,0.0,96.61,5.34,27.0
2021,8,1,9,26.0,10.62,18.31,8.27,37.98,0.0,96.57,5.72,20.1
2021,8,1,10,28.61,9.49,19.05,7.68,30.27,0.0,96.53,5.87,14.3
2021,8,1,11,30.74,8.48,19.61,7.17,24.99,0.0,96.46,5.83,8.3
2021,8,1,12,32.28,7.59,19.94,6.75,21.54,0.0,96.39,5.82,0.5
2021,8,1,13,33.03,6.92,19.98,6.45,19.73,0.0,96.32,6.03,352.3
2021,8,1,14,32.92,6.56,19.74,6.3,19.38,0.0,96.28,6.43,346.6
2021,8,1,15,31.96,6.46,19.21,6.27,20.36,0.0,96.26,6.9,345.1
2021,8,1,16,30.08,6.64,18.36,6.35,22.95,0.0,96.26,7.44,347.5
2021,8,1,17,27.18,7.16,17.17,6.58,28.14,0.0,96.31,7.83,352.6
2021,8,1,18,23.71,8.06,15.89,6.99,36.76,0.0,96.4,7.64,357.6
2021,8,1,19,21.21,9.18,15.2,7.54,46.19,0.0,96.49,7.15,4.4
2021,8,1,20,19.72,10.19,14.95,8.08,54.29,0.0,96.56,6.02,13.2
2021,8,1,21,18.83,11.01,14.92,8.54,60.64,0.0,96.56,4.8,20.1
2021,8,1,22,18.11,11.71,14.91,8.94,66.38,0.0,96.54,4.08,22.2
2021,8,1,23,17.44,12.38,14.91,9.35,72.36,0.0,96.5,3.73,20.2
2021,8,2,0,16.86,13.02,14.94,9.76,78.31,0.0,96.45,3.63,20.0
2021,8,2,1,16.56,13.5,15.03,10.06,82.22,0.0,96.41,3.68,22.9
2021,8,2,2,16.27,13.87,15.07,10.3,85.72,0.01,96.39,3.68,22.9
2021,8,2,3,15.96,14.13,15.05,10.46,88.79,0.01,96.4,3.43,21.9
2021,8,2,4,15.77,14.25,15.01,10.53,90.5,0.04,96.42,3.25,24.5
2021,8,2,5,16.48,14.13,15.3,10.45,85.86,0.02,96.45,3.87,33.5
2021,8,2,6,18.3,13.36,15.83,9.95,72.88,0.0,96.44,3.95,43.4
2021,8,2,7,20.62,12.59,16.61,9.46,59.97,0.0,96.4,3.65,44.1
2021,8,2,8,23.3,11.73,17.51,8.93,48.07,0.0,96.37,3.59,38.0
2021,8,2,9,26.09,10.54,18.32,8.26,37.63,0.0,96.32,4.05,24.0
2021,8,2,10,28.59,9.32,18.96,7.61,29.94,0.0,96.26,4.83,10.9
2021,8,2,11,30.62,8.38,19.5,7.15,25.02,0.0,96.18,5.33,2.6
2021,8,2,12,32.01,7.93,19.97,6.94,22.43,0.0,96.12,5.61,356.7
2021,8,2,13,32.65,7.86,20.26,6.92,21.56,0.0,96.07,5.91,352.8
2021,8,2,14,32.55,8.13,20.34,7.06,22.11,0.0,96.04,6.4,350.9
2021,8,2,15,31.72,8.72,20.22,7.36,24.15,0.0,96.04,7.01,351.5
2021,8,2,16,30.14,9.57,19.86,7.8,28.01,0.0,96.08,7.43,354.0
2021,8,2,17,27.92,10.55,19.23,8.31,33.94,0.0,96.14,7.34,357.9
2021,8,2,18,25.17,11.61,18.39,8.91,42.81,0.0,96.21,6.48,0.2
2021,8,2,19,23.09,12.62,17.86,9.51,51.79,0.0,96.29,5.92,3.0
2021,8,2,20,21.56,13.37,17.46,9.98,59.67,0.0,96.35,4.81,8.4
2021,8,2,21,20.39,13.93,17.16,10.35,66.49,0.0,96.36,3.53,14.9
2021,8,2,22,19.48,14.33,16.9,10.62,72.18,0.0,96.37,2.66,19.8
2021,8,2,23,18.78,14.66,16.72,10.86,77.08,0.0,96.35,2.5,20.4
2021,8,3,0,18.36,14.98,16.67,11.09,80.77,0.0,96.33,2.87,18.9
2021,8,3,1,18.04,15.32,16.68,11.33,84.17,0.0,96.31,3.38,19.9
2021,8,3,2,17.6,15.57,16.58,11.51,87.89,0.01,96.3,3.56,24.4
2021,8,3,3,17.15,15.68,16.42,11.57,90.9,0.02,96.3,3.0,30.0
2021,8,3,4,16.87,15.64,16.26,11.55,92.38,0.05,96.31,2.44,36.7
2021,8,3,5,17.46,15.49,16.48,11.43,88.09,0.03,96.34,2.32,39.4
2021,8,3,6,19.32,15.07,17.2,11.11,76.24,0.0,96.37,2.39,32.4
2021,8,3,7,21.67,14.63,18.15,10.8,64.13,0.0,96.39,2.89,15.7
2021,8,3,8,24.34,14.16,19.25,10.48,52.96,0.0,96.4,3.6,8.2
2021,8,3,9,27.16,13.46,20.31,10.01,42.81,0.0,96.38,4.21,5.0
2021,8,3,10,29.83,12.53,21.18,9.42,34.5,0.0,96.35,4.59,3.6
2021,8,3,11,31.9,11.76,21.83,8.95,29.12,0.0,96.29,4.95,0.3
2021,8,3,12,33.28,11.31,22.3,8.69,26.15,0.0,96.24,5.31,357.6
2021,8,3,13,34.05,10.97,22.51,8.52,24.55,0.0,96.19,5.68,355.8
2021,8,3,14,34.16,10.88,22.52,8.47,24.25,0.0,96.15,5.88,353.8
2021,8,3,15,33.61,10.97,22.29,8.53,25.17,0.0,96.13,6.08,351.4
2021,8,3,16,32.33,11.28,21.81,8.7,27.59,0.0,96.15,6.46,349.5
2021,8,3,17,30.12,11.8,20.96,9.0,32.38,0.0,96.2,6.89,348.4
2021,8,3,18,26.91,12.56,19.73,9.45,40.99,0.0,96.3,7.02,346.8
2021,8,3,19,24.19,13.36,18.77,9.96,50.81,0.0,96.41,7.01,348.6
2021,8,3,20,22.29,14.05,18.17,10.4,59.55,0.0,96.51,6.08,355.1
2021,8,3,21,21.09,14.57,17.83,10.76,66.33,0.0,96.56,4.62,5.5
2021,8,3,22,20.38,14.98,17.68,11.05,71.16,0.0,96.57,3.14,18.4
2021,8,3,23,19.87,15.25,17.56,11.25,74.74,0.0,96.56,2.21,25.5
2021,8,4,0,19.45,15.5,17.48,11.44,77.97,0.0,96.52,2.05,24.8
2021,8,4,1,19.11,15.75,17.43,11.63,80.93,0.0,96.49,2.31,24.6
2021,8,4,2,18.76,16.02,17.39,11.84,84.2,0.0,96.48,2.43,25.3
2021,8,4,3,18.43,16.26,17.35,12.01,87.19,0.0,96.5,2.28,25.8
2021,8,4,4,18.17,16.45,17.31,12.15,89.67,0.0,96.52,2.31,26.5
2021,8,4,5,19.02,16.58,17.8,12.23,85.62,0.0,96.57,3.64,30.0
2021,8,4,6,21.13,16.36,18.74,12.06,74.13,0.0,96.6,4.16,35.1
2021,8,4,7,23.87,15.52,19.7,11.42,59.45,0.0,96.6,4.36,37.0
2021,8,4,8,26.89,14.35,20.62,10.58,46.05,0.0,96.6,4.85,35.5
2021,8,4,9,29.77,13.29,21.53,9.88,36.38,0.0,96.57,5.34,29.0
2021,8,4,10,32.33,12.4,22.37,9.32,29.66,0.0,96.53,5.67,21.5
2021,8,4,11,34.4,11.59,23.0,8.84,25.05,0.0,96.47,5.93,14.3
2021,8,4,12,35.72,10.92,23.32,8.46,22.28,0.0,96.42,6.34,8.0
2021,8,4,13,36.28,10.51,23.4,8.24,21.03,0.0,96.37,6.94,3.3
2021,8,4,14,36.0,10.4,23.2,8.18,21.2,0.0,96.35,7.39,1.2
2021,8,4,15,35.0,10.53,22.77,8.25,22.59,0.0,96.35,7.7,1.0
2021,8,4,16,33.25,10.82,22.04,8.41,25.39,0.0,96.38,7.84,2.5
2021,8,4,17,30.84,11.14,20.99,8.58,29.7,0.0,96.43,7.69,4.0
2021,8,4,18,27.85,11.52,19.68,8.79,36.18,0.0,96.52,6.84,1.6
2021,8,4,19,25.53,12.05,18.79,9.1,42.97,0.0,96.63,6.17,0.9
2021,8,4,20,23.81,12.69,18.25,9.49,49.7,0.0,96.71,5.23,6.4
2021,8,4,21,22.57,13.35,17.96,9.93,56.05,0.0,96.74,4.06,14.1
2021,8,4,22,21.62,13.95,17.79,10.35,61.88,0.0,96.73,3.06,19.7
2021,8,4,23,20.86,14.49,17.67,10.72,67.11,0.0,96.68,2.54,22.4
2021,8,5,0,20.27,14.96,17.62,11.07,71.8,0.0,96.62,2.51,24.5
2021,8,5,1,19.8,15.39,17.6,11.38,75.94,0.0,96.57,2.65,27.0
2021,8,5,2,19.33,15.78,17.56,11.65,80.0,0.0,96.53,2.95,28.6
2021,8,5,3,18.8,16.03,17.42,11.84,84.03,0.0,96.53,2.8,30.1
2021,8,5,4,18.3,16.17,17.23,11.94,87.45,0.0,96.55,2.43,27.9
2021,8,5,5,18.8,16.15,17.48,11.9,84.5,0.0,96.58,2.93,25.5
2021,8,5,6,20.85,15.82,18.33,11.64,72.82,0.0,96.62,3.4,25.8
2021,8,5,7,23.85,15.02,19.43,11.06,57.67,0.0,96.62,3.95,23.1
2021,8,5,8,27.31,13.85,20.58,10.25,43.55,0.0,96.62,4.49,21.0
2021,8,5,9,30.46,13.12,21.79,9.77,34.59,0.0,96.58,4.93,16.9
2021,8,5,10,33.17,12.67,22.92,9.5,28.83,0.0,96.5,5.18,10.6
2021,8,5,11,35.32,12.3,23.81,9.27,24.94,0.0,96.4,5.38,3.5
2021,8,5,12,36.63,12.07,24.35,9.14,22.86,0.0,96.32,5.71,356.7
2021,8,5,13,37.13,12.11,24.62,9.17,22.3,0.0,96.25,6.09,351.7
2021,8,5,14,36.99,12.14,24.57,9.21,22.56,0.0,96.21,6.45,348.4
2021,8,5,15,36.12,12.08,24.1,9.17,23.56,0.0,96.19,6.65,346.8
2021,8,5,16,34.57,12.13,23.35,9.21,25.77,0.0,96.2,6.77,346.3
2021,8,5,17,32.14,12.39,22.27,9.36,30.02,0.0,96.24,6.66,347.9
2021,8,5,18,28.65,12.88,20.77,9.65,37.81,0.0,96.3,5.78,349.4
2021,8,5,19,26.11,13.26,19.68,9.88,44.95,0.0,96.4,5.56,355.3
2021,8,5,20,24.25,13.55,18.9,10.06,51.17,0.0,96.47,4.44,5.7
2021,8,5,21,23.04,13.79,18.41,10.22,55.92,0.0,96.5,3.01,16.8
2021,8,5,22,22.18,14.0,18.09,10.37,59.77,0.0,96.49,2.15,22.1
2021,8,5,23,21.48,14.2,17.84,10.51,63.18,0.0,96.43,1.9,17.5
2021,8,6,0,20.8,14.44,17.62,10.69,66.95,0.0,96.36,1.93,12.9
2021,8,6,1,20.13,14.73,17.43,10.9,71.1,0.0,96.32,2.01,11.2
2021,8,6,2,19.42,15.11,17.26,11.17,76.11,0.0,96.29,2.33,10.2
2021,8,6,3,18.67,15.51,17.09,11.46,81.82,0.0,96.3,2.37,8.2
2021,8,6,4,18.14,15.81,16.98,11.67,86.15,0.0,96.33,2.13,2.4
2021,8,6,5,18.53,15.91,17.22,11.73,84.54,0.0,96.38,2.0,356.9
2021,8,6,6,20.9,15.6,18.25,11.5,71.58,0.0,96.41,2.27,4.8
2021,8,6,7,23.9,15.03,19.47,11.09,57.53,0.0,96.41,2.65,8.5
2021,8,6,8,27.3,14.05,20.67,10.41,44.15,0.0,96.4,3.13,8.4
2021,8,6,9,30.3,13.36,21.83,9.97,35.53,0.0,96.35,3.63,2.7
2021,8,6,10,32.83,12.98,22.9,9.72,29.99,0.0,96.27,4.11,354.6
2021,8,6,11,34.85,12.58,23.71,9.47,26.08,0.0,96.18,4.59,345.9
2021,8,6,12,36.21,12.05,24.13,9.14,23.35,0.0,96.12,5.15,338.4
2021,8,6,13,36.79,11.53,24.16,8.84,21.87,0.0,96.07,5.76,333.6
2021,8,6,14,36.53,11.29,23.91,8.71,21.85,0.0,96.03,6.25,331.0
2021,8,6,15,35.48,11.26,23.37,8.69,23.09,0.0,96.03,6.47,330.5
2021,8,6,16,33.7,11.48,22.59,8.82,25.87,0.0,96.04,6.49,333.0
2021,8,6,17,31.1,12.01,21.55,9.15,31.08,0.0,96.07,6.32,338.2
2021,8,6,18,27.82,12.84,20.33,9.66,39.65,0.0,96.14,5.84,343.4
2021,8,6,19,25.35,13.74,19.54,10.23,48.59,0.0,96.22,5.82,348.2
2021,8,6,20,23.49,14.4,18.95,10.67,56.68,0.0,96.29,5.11,351.4
2021,8,6,21,22.14,14.83,18.49,10.96,63.19,0.0,96.32,4.27,350.3
2021,8,6,22,21.09,15.13,18.11,11.17,68.68,0.0,96.34,3.76,346.9
2021,8,6,23,20.23,15.39,17.81,11.36,73.63,0.0,96.33,3.6,343.9
2021,8,7,0,19.51,15.57,17.54,11.5,77.92,0.0,96.31,3.54,341.7
2021,8,7,1,18.96,15.73,17.35,11.61,81.39,0.0,96.29,3.34,340.8
2021,8,7,2,18.57,15.85,17.21,11.7,84.04,0.0,96.29,2.89,343.7
2021,8,7,3,18.36,15.82,17.09,11.68,85.01,0.0,96.29,2.35,352.2
2021,8,7,4,18.29,15.79,17.04,11.65,85.18,0.0,96.31,1.97,3.5
2021,8,7,5,18.82,15.69,17.26,11.58,81.93,0.0,96.34,1.92,16.0
2021,8,7,6,20.53,15.31,17.92,11.3,71.92,0.0,96.35,2.01,21.9
2021,8,7,7,23.01,14.68,18.85,10.84,59.3,0.0,96.35,2.35,14.3
2021,8,7,8,25.49,14.02,19.76,10.38,48.96,0.0,96.35,2.94,7.2
2021,8,7,9,27.89,13.28,20.59,9.9,40.55,0.0,96.34,3.63,2.5
2021,8,7,10,30.03,12.65,21.34,9.5,34.37,0.0,96.29,4.44,357.2
2021,8,7,11,31.78,12.27,22.03,9.27,30.34,0.0,96.22,5.06,353.1
2021,8,7,12,32.97,12.09,22.53,9.16,28.02,0.0,96.16,5.53,349.9
2021,8,7,13,33.5,12.04,22.77,9.14,27.12,0.0,96.1,6.06,347.4
2021,8,7,14,33.33,11.89,22.61,9.06,27.13,0.0,96.07,6.6,346.6
2021,8,7,15,32.52,11.66,22.09,8.92,27.96,0.0,96.08,7.0,347.0
2021,8,7,16,30.86,11.71,21.29,8.95,30.83,0.0,96.12,7.4,348.0
2021,8,7,17,28.24,12.21,20.23,9.27,37.16,0.0,96.2,7.72,350.0
2021,8,7,18,25.04,13.28,19.16,9.93,48.09,0.0,96.3,7.6,351.6
2021,8,7,19,22.56,14.51,18.54,10.74,60.42,0.0,96.41,7.08,355.4
2021,8,7,20,20.94,15.44,18.19,11.38,70.71,0.0,96.48,5.89,2.2
2021,8,7,21,20.08,15.96,18.02,11.76,77.06,0.0,96.51,4.65,11.3
2021,8,7,22,19.63,16.18,17.9,11.92,80.3,0.0,96.5,4.03,20.5
2021,8,7,23,19.34,16.25,17.8,11.98,82.14,0.0,96.46,3.89,24.5
2021,8,8,0,19.07,16.26,17.67,12.01,83.7,0.0,96.41,3.91,25.1
2021,8,8,1,18.78,16.3,17.54,12.04,85.41,0.0,96.37,4.0,24.7
2021,8,8,2,18.4,16.33,17.37,12.07,87.66,0.01,96.35,4.05,23.9
2021,8,8,3,18.15,16.25,17.2,11.99,88.47,0.01,96.36,3.96,24.8
2021,8,8,4,17.97,16.12,17.04,11.89,88.76,0.02,96.38,3.78,24.7
2021,8,8,5,18.26,15.87,17.07,11.7,85.8,0.02,96.42,4.02,24.8
2021,8,8,6,19.71,15.4,17.56,11.35,76.07,0.01,96.45,4.18,27.8
2021,8,8,7,21.99,14.86,18.42,10.96,63.86,0.0,96.45,4.18,25.6
2021,8,8,8,24.37,14.35,19.36,10.6,53.49,0.0,96.44,4.35,21.4
2021,8,8,9,26.73,13.73,20.23,10.18,44.65,0.0,96.4,4.73,16.1
2021,8,8,10,28.99,12.87,20.93,9.64,37.04,0.0,96.33,5.28,8.8
2021,8,8,11,30.79,12.09,21.44,9.16,31.72,0.0,96.25,5.78,1.5
2021,8,8,12,31.96,11.48,21.72,8.8,28.51,0.0,96.19,6.3,354.7
2021,8,8,13,32.48,10.96,21.72,8.5,26.73,0.0,96.15,6.8,349.5
2021,8,8,14,32.28,10.59,21.44,8.3,26.4,0.0,96.13,7.23,345.4
2021,8,8,15,31.3,10.43,20.86,8.2,27.58,0.0,96.16,7.54,342.9
2021,8,8,16,29.55,10.46,20.01,8.22,30.57,0.0,96.19,7.71,343.0
2021,8,8,17,27.06,10.68,18.87,8.34,35.86,0.0,96.26,7.54,345.9
2021,8,8,18,24.15,11.13,17.64,8.59,43.93,0.0,96.34,7.16,348.2
2021,8,8,19,21.98,11.77,16.88,8.96,52.28,0.0,96.42,6.77,352.6
2021,8,8,20,20.5,12.41,16.45,9.34,59.71,0.0,96.49,5.88,1.7
2021,8,8,21,19.57,12.87,16.22,9.62,65.15,0.0,96.51,5.06,13.5
2021,8,8,22,18.95,13.17,16.06,9.81,69.03,0.0,96.49,4.81,20.6
2021,8,8,23,18.39,13.43,15.91,9.98,72.69,0.0,96.44,4.8,18.9
2021,8,9,0,17.81,13.69,15.75,10.17,76.77,0.0,96.39,4.81,13.8
2021,8,9,1,17.23,13.99,15.61,10.37,81.16,0.0,96.35,4.81,9.7
2021,8,9,2,16.66,14.27,15.46,10.56,85.67,0.0,96.34,4.78,6.8
2021,8,9,3,16.31,14.43,15.37,10.67,88.52,0.0,96.36,4.63,7.4
2021,8,9,4,16.18,14.5,15.34,10.7,89.54,0.01,96.4,4.27,11.2
2021,8,9,5,16.68,14.38,15.53,10.62,86.13,0.04,96.43,4.12,19.3
2021,8,9,6,18.48,14.03,16.26,10.38,75.17,0.0,96.45,4.22,27.1
